[2020-06-01 14:18:42] main.ERROR: Error: Application is not installed yet.  [] []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["GOOGLE_PRODUCT"],"mode":"matchingTag"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2020-06-01 16:53:57] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/magento2MagedUni/setup/index.php/install/start","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
